0,1,2,3,4
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-8.72651,-5.31265,1.25112,-1.85931,-0.620266
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
-7.26762,-8.20768,11.9645,-1.99806,-0.023481
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
5.47872,-5.68202,-0.565812,-2.17757,-0.638723
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
-12.129124,-7.183092,2.0238019999999994,-0.045986600000000016,2.0821388
